# legacy=off vsync=off 1920x1080 scene=#01PrototypeMap.scene take=D:/Github/EGOSIS_Refactoring/Scripts/../Bench/take01.json build=Release gpu=NVIDIA GeForce RTX 4060 Ti driver=32.0.16.1088 capture=metrics-only
frame,presentMs,cpuMs,gpuMs,gpu_MainPass,gpu_CameraPreview,gpu_ComputeEffects,gpu_ParticleOverlay,gpu_DebugOverlay,gpu_ToneMapAndUI,gpu_OverlayEffects,drawCalls,instancedDrawCalls,iaPrimitives,vsInvocations,psInvocations,cPrimitives,boneCbMapCount,boneCbBytesUploaded,vramUsedMB,workingSetMB
312,16.511900,16.629900,5.166080,5.090656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1219468,2193553,16667166,347199,6621,451252,948.402344,590.703125
313,16.862500,16.491400,5.612544,5.536000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1219468,2193541,16656591,347327,6621,451252,948.402344,590.703125
314,16.743900,16.405400,5.250048,5.173184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1219468,2193556,16669685,347460,6621,451252,948.402344,590.703125
315,16.630400,16.025200,5.057536,4.982272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1219472,2193557,16658545,347711,6621,451252,948.402344,590.703125
316,16.256200,16.796200,5.100544,5.023968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1219478,2193583,16651588,348124,6621,451252,948.402344,590.703125
317,17.040299,16.258600,5.280768,5.204160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1219484,2193576,16646330,348410,6621,451252,948.402344,590.703125
318,16.491599,16.474100,5.050368,4.974016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1219500,2193639,16643462,348508,6621,451252,948.402344,590.707031
319,16.703799,16.515700,5.467136,5.390976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1219504,2193629,16651596,348558,6621,451252,948.402344,590.707031
320,16.750900,16.575000,5.272576,5.195744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1219504,2193625,16632116,348653,6621,451252,948.402344,590.707031
321,16.821699,16.130600,5.228544,5.153504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1219840,2194089,16631154,348774,6621,451252,948.402344,590.707031
322,16.362101,16.762300,5.161984,5.085856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1220512,2194964,16639495,348965,6621,451252,948.402344,590.707031
323,16.986201,16.202300,5.501952,5.425440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1220848,2195405,16631701,349365,6621,451252,948.402344,590.707031
324,16.416499,16.632500,5.108736,5.032320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1220880,2195427,16638691,349866,6621,451252,948.402344,590.707031
325,16.862599,16.279900,5.348352,5.271680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1220976,2195572,16648315,350515,6621,451252,948.402344,590.707031
326,16.528999,16.637800,5.396480,5.317888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1220996,2195606,16632250,350899,6621,451252,948.402344,590.707031
327,16.858799,16.083100,5.337088,5.258336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1220996,2195611,16636812,351282,6621,451252,948.402344,590.707031
328,16.383400,16.794000,5.573632,5.495936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1220996,2195629,16653547,351583,6621,451252,948.402344,590.707031
329,17.022699,16.113200,5.269504,5.191648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1220996,2195647,16655486,351889,6621,451252,948.402344,590.707031
330,16.336700,16.545300,5.116928,5.039200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1220996,2195628,16667318,352218,6621,451252,948.402344,590.707031
331,16.767200,16.348800,5.224448,5.145600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1221006,2195644,16660955,352381,6621,451252,948.402344,590.707031
332,16.585801,16.520000,5.327872,5.249952,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1221012,2195663,16698532,352610,6621,451252,948.402344,590.707031
333,16.781900,16.583000,5.525504,5.447776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1221026,2195676,16681190,352796,6621,451252,948.402344,590.710938
334,16.816000,16.185800,5.079040,5.001856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1221032,2195685,16655694,352947,6621,451252,948.402344,590.710938
335,16.423300,16.847700,6.022144,5.943328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1221368,2196131,16669101,353076,6621,451252,948.402344,590.710938
336,17.113600,16.140700,5.262336,5.183872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1221368,2196171,16667475,353228,6621,451252,948.402344,590.710938
337,16.396699,16.273700,5.325824,5.248000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1221704,2196584,16674681,353379,6621,451252,948.402344,590.710938
338,16.511200,16.481200,5.426176,5.347744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1222992,2198879,16666721,353709,6621,451252,948.402344,590.710938
339,16.721601,16.762800,5.874688,5.795040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1224316,2201259,16669261,354111,6621,451252,948.402344,590.710938
340,17.031400,16.228000,5.570560,5.491936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1224356,2201350,16686172,354925,6621,451252,948.402344,590.714844
341,16.489601,16.470000,5.775360,5.695200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1224372,2201354,16688530,355385,6621,451252,948.402344,590.718750
342,16.719799,16.197300,5.442560,5.363904,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1224372,2201339,16731700,356221,6621,451252,948.402344,590.718750
343,16.448200,16.426200,5.529600,5.449600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1224372,2201367,16721463,356868,6621,451252,948.402344,590.718750
344,16.682699,16.759500,5.715968,5.637376,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1224374,2201347,16729433,357381,6621,451252,948.402344,590.718750
345,17.020199,15.909600,5.366784,5.288000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1224374,2201322,16699900,358098,6621,451252,948.402344,590.718750
346,16.150400,16.842500,5.587968,5.509536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1224382,2201384,16778334,358586,6621,451252,948.402344,590.718750
347,17.089600,15.901700,5.501952,5.422656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1224400,2201435,16919371,358900,6621,451252,948.402344,590.722656
348,16.147301,16.607600,5.230592,5.152416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1224402,2201401,17167697,359188,6621,451252,948.402344,590.722656
349,16.873499,16.472100,5.606400,5.527584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1224474,2201534,17344703,359454,6621,451252,948.402344,590.722656
350,16.713900,16.511600,5.651456,5.571552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1224478,2201555,17450252,359780,6621,451252,948.402344,590.726562
351,16.755100,15.989400,5.361664,5.282400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1224478,2201533,17483984,360115,6621,451252,948.402344,590.726562
352,16.266700,16.765100,5.496832,5.417312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1224478,2201492,17533392,360478,6621,451252,948.402344,590.726562
353,17.019000,16.427100,5.569536,5.489888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1225934,2204275,17592494,361006,6621,451252,948.402344,590.726562
354,16.692899,16.749300,5.549056,5.469824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1228850,2209848,17665025,361567,6621,451252,948.402344,590.730469
355,16.986899,16.622500,6.212608,6.133248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1228874,2209863,17737812,362059,6621,451252,948.402344,590.734375
356,16.911101,16.571900,5.784576,5.705312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1229230,2210467,17797405,362637,6621,451252,948.402344,590.734375
357,16.855599,15.653200,5.731328,5.651744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1229582,2211085,17891648,362967,6621,451252,948.402344,590.734375
358,15.962301,16.427400,6.363136,6.283904,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1229582,2211090,17951755,363160,6621,451252,948.402344,590.734375
359,16.675999,16.357200,6.066176,5.986464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1229582,2211091,18085179,363383,6621,451252,948.402344,590.734375
360,16.649200,16.462800,6.259712,6.180448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1229958,2211835,18168029,363612,6621,451252,948.402344,590.734375
361,16.726300,16.241600,5.612544,5.533440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1230338,2212599,18193666,363961,6621,451252,948.402344,590.734375
362,16.478799,16.652200,6.423552,6.344096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1230352,2212632,18177526,364712,6621,451252,948.402344,590.734375
363,16.895199,16.422800,5.899264,5.819872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1230876,2213608,18156773,365138,6621,451252,948.402344,590.738281
364,16.670801,16.594800,5.421056,5.340288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1231406,2214616,18117473,365709,6621,451252,948.402344,590.738281
365,16.847400,16.013500,6.212608,6.132448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1231406,2214661,18141017,366102,6621,451252,948.402344,590.738281
366,16.256500,16.998100,5.483520,5.402976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1231406,2214607,18048714,366447,6621,451252,948.402344,590.738281
367,17.251801,15.799200,5.783552,5.703392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1231406,2214592,18005207,366781,6621,451252,948.402344,590.738281
368,16.064299,16.557000,5.702656,5.622016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1231406,2214614,17980320,367045,6621,451252,948.402344,590.738281
369,16.816899,16.082700,5.781504,5.701696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1231428,2214663,17934290,367295,6621,451252,948.402344,590.742188
370,16.355300,16.736000,6.254592,6.174688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1231434,2214692,17935853,367588,6621,451252,948.402344,590.742188
371,16.988300,16.484700,5.908480,5.827520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1231438,2214667,17924537,367808,6621,451252,948.402344,590.742188
372,16.779700,16.767700,5.602304,5.521792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1232110,2215555,18025073,368066,6621,451252,948.402344,590.742188
373,17.013799,16.355200,6.041600,5.962624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1232110,2215577,18038422,368523,6621,451252,948.402344,590.742188
374,16.607000,16.351700,5.629952,5.548672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1232110,2215596,18107198,369076,6621,451252,948.402344,590.742188
375,16.595500,15.934900,5.737472,5.656992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1232110,2215567,18163702,369725,6621,451252,948.402344,590.742188
376,16.212700,16.395000,5.727232,5.645344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1232112,2215588,18207746,370370,6621,451252,948.402344,590.742188
377,16.651500,16.433300,6.010880,5.929696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1232140,2215616,18214943,370815,6621,451252,948.402344,590.746094
378,16.675500,16.074700,6.122496,6.042752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1234720,2220258,18206571,371257,6621,451252,948.402344,590.746094
379,16.316200,16.713400,5.643264,5.563232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1234726,2220287,18169147,371828,6621,451252,948.402344,590.746094
380,16.944300,17.317000,5.660672,5.579584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1234726,2220266,18187863,372265,6621,451252,948.402344,590.746094
381,17.545300,15.551300,5.355520,5.275168,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1234726,2220281,18163801,372761,6621,451252,948.402344,590.746094
382,15.770100,16.611800,5.725184,5.643360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1234726,2220251,18172642,373201,6621,451252,948.402344,590.746094
383,16.848000,16.065600,5.406720,5.325408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1234738,2220286,18130586,373456,6621,451252,948.402344,590.750000
384,16.327299,16.956000,5.655552,5.574624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1234748,2220318,18136207,373676,6621,451252,948.402344,590.753906
385,17.189501,16.046300,5.791744,5.711072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1235132,2221032,18163379,374029,6621,451252,948.402344,590.753906
386,16.270099,16.546100,5.436416,5.354400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1235140,2221094,18159016,374332,6621,451252,948.402344,590.753906
387,16.761201,16.555800,5.790720,5.710240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1235662,2222070,18162602,374730,6621,451252,948.402344,590.753906
388,16.790699,16.517600,6.061056,5.980160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1237118,2224837,18175074,375116,6621,451252,948.402344,590.757812
389,16.747100,16.075500,5.588992,5.506816,0.000000,0.001024,0.000000,0.000000,0.000000,0.000000,6702,58,1238574,2227586,18171748,375567,6621,451252,948.402344,590.757812
390,16.309099,16.849300,5.348352,5.268064,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1238574,2227604,18217859,376061,6621,451252,948.402344,590.757812
391,17.069900,16.098300,5.847040,5.766112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1238574,2227600,18272508,376512,6621,451252,948.402344,590.757812
392,16.326800,16.786900,5.344256,5.262208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1238584,2227619,18283096,376820,6621,451252,948.402344,590.757812
393,17.021401,16.247100,5.786624,5.705088,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1238588,2227610,18313928,377024,6621,451252,948.402344,590.757812
394,16.482500,16.504500,5.641216,5.560736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1238594,2227632,18316820,377343,6621,451252,948.402344,590.757812
395,16.729200,16.436200,5.862400,5.780608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1238594,2227638,18352792,377666,6621,451252,948.402344,590.757812
396,16.674301,16.582900,5.687296,5.606528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1238946,2228276,18361671,377891,6621,451252,948.402344,590.757812
397,16.823700,16.337300,5.968896,5.887424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1239298,2228835,18381508,378447,6621,451252,948.402344,590.757812
398,16.568400,16.466500,5.593088,5.511776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1239318,2228905,18369122,378826,6621,451252,948.402344,590.765625
399,16.713699,16.159400,5.684224,5.602080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1239320,2228906,18320650,379631,6621,451252,948.402344,590.765625
400,16.480200,16.648600,6.050816,5.969568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1240084,2230393,18327881,380135,6621,451252,948.402344,590.765625
401,16.877901,16.315400,5.719040,5.637568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1240100,2230426,18301311,380390,6621,451252,948.402344,590.769531
402,16.557001,16.342100,5.549056,5.467936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1240102,2230422,18292930,380674,6621,451252,948.402344,590.769531
403,16.582400,16.621300,5.616640,5.535392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1240624,2231414,18288516,380887,6621,451252,948.402344,590.769531
404,17.039400,16.232500,5.814272,5.732064,0.000000,0.000000,0.000000,0.001024,0.000000,0.000000,6702,58,1240624,2231451,18276650,381121,6621,451252,948.402344,590.769531
405,16.477499,15.885200,5.297152,5.215456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1241146,2232414,18267956,381349,6621,451252,948.402344,590.769531
406,16.135801,16.775300,5.952512,5.871360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1241146,2232444,18221383,381936,6621,451252,948.402344,590.769531
407,17.004600,16.215300,5.435392,5.353536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1241154,2232419,18298478,382727,6621,451252,948.402344,590.769531
408,16.477600,15.488600,5.896192,5.814272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1241156,2232445,18323034,383215,6621,451252,948.402344,590.769531
409,17.326400,15.777200,5.789696,5.708128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1241162,2232442,18377549,384002,6621,451252,948.402344,590.773438
410,16.142899,16.844300,5.598208,5.516032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1241162,2232442,18386368,384623,6621,451252,948.402344,590.773438
411,17.078500,16.251900,5.868544,5.785984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1241162,2232445,18406641,385249,6621,451252,948.402344,590.773438
412,16.501600,16.189400,5.644288,5.562624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1241162,2232486,18447382,386215,6621,451252,948.402344,590.773438
413,16.453899,16.560000,5.871616,5.789184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1241162,2232451,18450250,387074,6621,451252,948.402344,590.773438
414,16.812500,16.436800,5.339136,5.257024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1241162,2232430,18450274,387689,6621,451252,948.402344,590.773438
415,16.662100,16.132600,5.794816,5.712768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1241176,2232491,18449581,388176,6621,451252,948.402344,590.773438
416,16.379200,16.748700,5.723136,5.640800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1241192,2232512,18444570,388510,6621,451252,948.402344,590.773438
417,16.990099,15.859200,5.361664,5.279744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1241194,2232521,18465586,388900,6621,451252,948.402344,591.019531
418,16.104501,17.024500,5.493760,5.411424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1241194,2232504,18434103,389214,6621,451252,948.402344,591.019531
419,17.254300,16.191300,6.200320,6.118368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1241866,2233399,18404039,389554,6621,451252,948.402344,591.019531
420,16.416000,16.722000,5.559296,5.476896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1242202,2233845,18424002,389995,6621,451252,948.402344,591.019531
421,16.960500,16.075600,5.832704,5.750944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1242538,2234258,18404849,390575,6621,451252,948.402344,591.019531
422,16.311200,16.672400,5.696512,5.613312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1242606,2234386,18424321,391359,6621,451252,948.402344,591.027344
423,16.955299,16.323800,5.844992,5.762464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243570,2236195,18405538,392355,6621,451252,948.402344,591.027344
424,16.597901,16.501600,5.735424,5.652512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243574,2236172,18374096,393052,6621,451252,948.402344,591.027344
425,16.741000,16.601600,5.766144,5.682784,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243574,2236176,18398537,393751,6621,451252,948.402344,591.027344
426,16.826300,15.694200,5.917696,5.834624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243574,2236193,18392246,394466,6621,451252,948.402344,591.027344
427,15.916100,16.826000,5.906432,5.822432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243574,2236171,18406946,395205,6621,451252,948.402344,591.027344
428,17.052500,16.764400,5.579776,5.496704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243574,2236187,18398683,395622,6621,451252,948.402344,591.027344
429,17.001100,15.892900,5.374976,5.292640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243574,2236188,18393942,396293,6621,451252,948.402344,591.027344
430,16.116399,16.753900,5.694464,5.612192,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243578,2236180,18391436,396877,6621,451252,948.402344,591.027344
431,16.978901,16.415400,5.344256,5.260608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236194,18425501,397486,6621,451252,948.402344,591.027344
432,16.649701,16.404800,5.753856,5.670048,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236223,18402576,397961,6621,451252,948.402344,591.027344
433,16.660500,16.230400,6.023168,5.940128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236200,18401030,398365,6621,451252,948.402344,591.027344
434,16.463900,16.640000,5.525504,5.442336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236191,18394281,399172,6621,451252,948.402344,591.027344
435,16.876100,16.563300,5.905408,5.821568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236193,18398746,399522,6621,451252,948.402344,591.027344
436,16.797200,16.390300,5.858304,5.774912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236209,18375932,400270,6621,451252,948.402344,591.027344
437,16.641600,16.179200,5.613568,5.529312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236189,18362260,400746,6621,451252,948.402344,591.027344
438,16.401799,17.034000,5.611520,5.528160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236185,18346865,401096,6621,451252,948.402344,591.027344
439,17.271699,16.085600,5.971968,5.888000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236211,18291369,401324,6621,451252,948.402344,591.027344
440,16.332900,16.369900,5.397504,5.313984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236199,18310638,401542,6621,451252,948.402344,591.027344
441,16.596500,17.669400,6.025216,5.941888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236196,18275730,401871,6621,451252,948.402344,483.246094
442,17.892299,15.255000,5.558272,5.474592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236193,18283548,402200,6621,451252,948.402344,402.246094
443,15.505100,16.147200,5.613568,5.529376,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236198,18259144,402586,6621,451252,948.402344,402.246094
444,16.433701,16.730200,5.753856,5.670080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236189,18232885,403019,6621,451252,948.402344,402.246094
445,16.961601,16.158700,5.949440,5.865760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236244,18251532,403138,6621,451252,948.402344,402.246094
446,16.438801,16.744300,5.597184,5.511840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236196,18270819,403138,6621,451252,948.402344,402.246094
447,16.986400,16.264700,5.907456,5.823104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236226,18258384,403136,6621,451252,948.402344,402.246094
448,16.525701,16.833900,5.884928,5.800768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236185,18249178,403138,6621,451252,948.402344,402.246094
449,17.070901,16.030300,6.380544,6.296096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236199,18266328,403136,6621,451252,948.402344,402.246094
450,16.276799,16.558100,5.612544,5.527776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236204,18257703,403136,6621,451252,948.402344,402.246094
451,16.812900,16.049900,6.045696,5.960832,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236204,18251590,403136,6621,451252,948.402344,402.246094
452,16.306100,16.704700,5.633024,5.548288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236200,18262802,403138,6621,451252,948.402344,402.246094
453,16.953601,16.625700,5.673984,5.589600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6702,58,1243582,2236212,18242886,403138,6621,451252,948.402344,402.246094
